ProductId,ProductName,PriceRegular,PriceSale,Category1,Category2,Category3,Category4,Category5,Category6,ProductUnitSize,Energie (kcal),Energie (kJ),Vet,waarvan verzadigd,waarvan onverzadigd,Koolhydraten,waarvan suikers,Voedingsvezel,Eiwitten,Zout,Vitamine C,Kalium/Potassium,waarvan enkelvoudig onverzadigd,waarvan meervoudig onverzadigd,Alcohol,Calcium,Vitamine B2 / Riboflavine,Vitamine B12 / Cyano-Cobalamine,Fosfor,Ijzer,Vitamine A,Vitamine D,Vitamine B11 / Foliumzuur,Jodium,Vitamine E,Linolzuur,Alfa-Linoleenzuur,Vitamine B3 / Niacine,Magnesium,Zink,Omega 3 Vetzuren,Vitamine B6 / Pyridoxine,Vitamine B1 / Thiamine,Vitamine K,Vitamine B5 / Pantotheenzuur,Koper,Natrium,waarvan polyolen,Seleen,Vitamine H / Biotine,waarvan toegevoegde suikers,Omega 6 Vetzuren,Folaat,Mangaan,Chloride,Sulfaat,Nitraten,Bicarbonaat,Siliciumdioxide (Sio2),Ash,Lactose,Glucose,Maltodextrine,Vitamin D2,Vitamine B7 / Inositol,Molybdeen,Seleen (Organisch),Eicosapentaeenzuur,Docosahexaeenzuur,waarvan zetmeel,Cholesterol,Transvet,"Organic Acids, Total","Ph, Hydrogen Ion Concentration",Fluoride,Carnitine,Choline,Taurine,Nucleotide,Arachidonzuur,Wei-Eiwit,Caseïne,Palmitinezuur,Galactose In Voedingsvezel,Fructose In Voedingsvezel,Chroom,Tafelzout Gemengd Met Een Kleine Hoeveelheid Van Verschillende Jodiumbevattende Zouten,Betaglucanen,Vitamin A; Calculated By Summation Of The Vitamin A Activities Of Retinol And The Active Carotenoids,Niacine Equivalent,Vitamine D3,Galactooligosaccharides (Gos),Vita K-1,Safranal,Omega 9 Vetzuren,Collageen hydrolysaten,Plantaardige Eiwitten,Oligomere proanthocyanidinen (OPC),Ingredients,ContainedAllergens,MayContainAllergens,NonFoodIngredients,ImageLowURL,ImageMediumURL,ImageHighURL
796,AH Witte bonen in tomatensaus,0.85,NA,"Aardappel, groente, fruit",Groente,"Sperziebonen, snijbonen en peulvruchten",Witte bonen,NA,NA,400 g,85,359,0.5 g,0.2 g,0.3 g,12 g,3.4 g,5.8 g,5.3 g,0.6 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: 60% witte boon, water, 5.5% tomatenpuree, suiker, zout, azijn, gemodificeerd maïszetmeel, specerijen, gehydrolyseerd plantaardig eiwit, natural flavourings. Waarvan toegevoegde suikers 2.1g per 100 gram en waarvan toegevoegd zout 0.56g per 100 gram",NA,NA,NA,https://static.ah.nl/dam/product/AHI_43545239383438363335?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383438363335?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383438363335?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
799,AH Lekkerbekjes,2.99,NA,"Vlees, vis",Vis,Gepaneerde vis,Gepaneerde vis (diepvries),NA,NA,3 x 100 g,198,827,11 g,1.3 g,7.8 g,17 g,0.7 g,0.7 g,7.4 g,1.4 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: 55% koolvis, bloem (tarwe, maïs), plantaardige olie (raap, zonnebloem [in wisselende verhoudingen]), zetmeel (tarwe, aardappel), gemodificeerd zetmeel (tapioca, maïs, tarwe), zout, specerijen, dextrose, gist, suiker, groentepoeder (prei, tomaat, pastinaak), weipoeder, peterselie, specerijenextract. Waarvan toegevoegde suikers 0.6g per 100 gram en waarvan toegevoegd zout 1.27g per 100 gram","Vis, Melk, Glutenbevattende Granen, Lactose, Tarwe",NA,NA,https://static.ah.nl/dam/product/AHI_43545239393330323733?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239393330323733?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239393330323733?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
800,AH Maiskorrels fris en knapperig,1.19,NA,"Aardappel, groente, fruit",Groente,"Asperges, bleekselderij, venkel, mais",Mais,Maiskorrels (conserven),NA,340 g,71,297,1.4 g,0.3 g,1.1 g,11 g,5.2 g,2.8 g,2.1 g,0.03 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: maïskorrel, water. Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram",NA,NA,NA,https://static.ah.nl/dam/product/AHI_43545239363338383136?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239363338383136?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239363338383136?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
803,AH Tomaten gepeld,0.69,NA,"Pasta, rijst en wereldkeuken",Mediterrane keuken,Italiaanse keuken,Tomaten producten,Gepelde tomaten,NA,400 g,23,95,0.2 g,0.08 g,0.2 g,3.6 g,3.1 g,1 g,1.1 g,0.05 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: 60% tomaat, 40% tomatensap, zuurteregelaar (citroenzuur [E330]). Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram",NA,NA,NA,https://static.ah.nl/dam/product/AHI_43545239393338343530?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239393338343530?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239393338343530?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
805,AH Witte bonen in tomatensaus,0.69,NA,"Aardappel, groente, fruit",Groente,"Sperziebonen, snijbonen en peulvruchten",Witte bonen,NA,NA,360 g,81,342,0.5 g,0.1 g,0.4 g,13 g,4.4 g,3.9 g,4.2 g,0.63 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: 60% witte boon, water, 7% tomatenpuree, suiker, zout, maïszetmeel, azijn, natuurlijk aroma. Waarvan toegevoegde suikers 3.0g per 100 gram en waarvan toegevoegd zout 0.63g per 100 gram",NA,NA,NA,https://static.ah.nl/dam/product/AHI_4354523130303739333031?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_4354523130303739333031?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_4354523130303739333031?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
806,AH Wortelen,0.75,NA,"Aardappel, groente, fruit",Groente,"Wortel, pompoen, knollen",Wortelen,Wortelen (conserven),NA,340 g,23,98,0.2 g,0 g,0.2 g,4 g,2.4 g,1.8 g,0.5 g,0 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: wortel, water. Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram",NA,NA,NA,https://static.ah.nl/dam/product/AHI_43545239383434343934?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383434343934?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383434343934?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
810,AH Appelmoes 0% suiker toegevoegd,1.69,NA,"Aardappel, groente, fruit",Fruit,Fruitconserven,"Appelmoes, appelcompote",Appelmoes (in pot),NA,710 g,52,220,0 g,0 g,0 g,12 g,12 g,1.4 g,0.3 g,0 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: appel, antioxidant (ascorbinezuur [E300]). Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram",NA,NA,NA,https://static.ah.nl/dam/product/AHI_4354523130303335303639?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_4354523130303335303639?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_4354523130303335303639?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
811,AH Appelmoes 0% suiker toegevoegd,0.99,NA,"Aardappel, groente, fruit",Fruit,Fruitconserven,"Appelmoes, appelcompote",Appelmoes (in pot),NA,360 g,52,220,0 g,0 g,0 g,12 g,12 g,1.4 g,0.3 g,0 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: appel, antioxidant (ascorbinezuur [E300]). Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram",NA,NA,NA,https://static.ah.nl/dam/product/AHI_4354523130303332303135?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_4354523130303332303135?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_4354523130303332303135?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
812,AH Rabarbercompote,1.89,NA,"Aardappel, groente, fruit",Groente,"Asperges, bleekselderij, venkel, mais",Rabarber,NA,NA,345 g,54,226,0.2 g,0.02 g,0.2 g,11 g,11 g,2.9 g,0.5 g,0 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: 82% rabarber, suiker, appel, water, verdikkingsmiddel (johannesbroodpitmeel [E410]). Waarvan toegevoegde suikers 9.4g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram",NA,NA,NA,https://static.ah.nl/dam/product/AHI_43545239383735363630?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383735363630?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383735363630?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
814,AH Witte bonen,1.15,NA,"Aardappel, groente, fruit",Groente,"Sperziebonen, snijbonen en peulvruchten",Witte bonen,NA,NA,360 g,105,442,0.8 g,0.1 g,0.7 g,14 g,0.4 g,7.1 g,6.9 g,0 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: witte boon, water, verstevigingsmiddel (calciumchloride [E509]). Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram",NA,NA,NA,https://static.ah.nl/dam/product/AHI_43545239383433353438?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383433353438?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383433353438?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
816,AH Appel-abrikozen compote,1.55,NA,"Aardappel, groente, fruit",Fruit,Fruitconserven,"Appelmoes, appelcompote",Appelcompote,NA,350 g,63,268,0.3 g,0 g,0.3 g,14 g,13 g,1.5 g,0.4 g,0 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: 55% appel, 31% abrikoos, water, suiker, antioxidant (ascorbinezuur [E300]). Waarvan toegevoegde suikers 5.8g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram",NA,NA,NA,https://static.ah.nl/dam/product/AHI_43545239383735363239?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383735363239?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383735363239?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
818,AH Appelcompote,0.89,NA,"Aardappel, groente, fruit",Fruit,Fruitconserven,"Appelmoes, appelcompote",Appelcompote,NA,345 g,57,240,0.5 g,0 g,0.5 g,12 g,11 g,1.6 g,0.3 g,0 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: 90% appel, water, suiker, zuurteregelaar (citroenzuur [E330]), antioxidant (ascorbinezuur [E300]). Waarvan toegevoegde suikers 3.2g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram",NA,NA,NA,https://static.ah.nl/dam/product/AHI_43545239383735363332?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383735363332?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383735363332?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
822,AH Gebroken sperziebonen,1.19,NA,"Aardappel, groente, fruit",Groente,"Sperziebonen, snijbonen en peulvruchten",Sperziebonen,Sperziebonen (conserven),NA,660 g,23,98,0.4 g,0.2 g,0 g,2.1 g,0.5 g,2.7 g,1.5 g,0 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: sperzieboon, water. Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram",NA,NA,NA,https://static.ah.nl/dam/product/AHI_43545239393534353231?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239393534353231?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239393534353231?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
823,AH Gebroken sperziebonen,0.79,NA,"Aardappel, groente, fruit",Groente,"Sperziebonen, snijbonen en peulvruchten",Sperziebonen,Sperziebonen (conserven),NA,340 g,23,96,0.1 g,0 g,0.1 g,2.6 g,0.7 g,2.8 g,1.5 g,0.03 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: sperzieboon, water. Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram",NA,NA,NA,https://static.ah.nl/dam/product/AHI_43545239383434343931?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383434343931?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383434343931?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
824,AH Tuinbonen,1.19,NA,"Aardappel, groente, fruit",Groente,Groenteconserven,"Bonen, peulvruchten (conserven)",Tuinbonen (conserven),NA,340 g,68,285,0.5 g,0.1 g,0.4 g,7.9 g,0.8 g,4.6 g,5.6 g,0.03 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: tuinboon, water. Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram",NA,NA,NA,https://static.ah.nl/dam/product/AHI_43545239383433353530?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383433353530?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383433353530?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
825,AH Kapucijners,2.25,NA,"Aardappel, groente, fruit",Groente,Groenteconserven,"Bonen, peulvruchten (conserven)",Velderwten (conserven),NA,800 g,84,354,0.7 g,0.1 g,0.6 g,10 g,0.9 g,6 g,6.5 g,0.03 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: kapucijner, water, antioxidant (calciumdinatrium-EDTA [E385]). Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram",NA,NA,NA,https://static.ah.nl/dam/product/AHI_43545239383438363030?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383438363030?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383438363030?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
833,AH Doperwten en wortelen,0.79,NA,"Aardappel, groente, fruit",Groente,Groenteconserven,Groentemix (conserven),Doperwten/wortelen (conserven),NA,330 g,46,192,0.3 g,0.1 g,0.2 g,5.9 g,1.2 g,4.1 g,2.8 g,0.13 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: groente [doperwt, wortel (in wisselende verhoudingen)], water. Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram",NA,NA,NA,https://static.ah.nl/dam/product/AHI_43545239383433353439?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383433353439?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383433353439?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
838,AH Doperwten,0.89,NA,"Aardappel, groente, fruit",Groente,"Sperziebonen, snijbonen en peulvruchten",Doperwten,Doperwten (conserven),NA,350 g,68,284,1 g,0.2 g,0.8 g,6.2 g,1.5 g,6.7 g,5.2 g,0 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: doperwt, water. Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram",NA,NA,NA,https://static.ah.nl/dam/product/AHI_43545239383434353039?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383434353039?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383434353039?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
839,AH Doperwten,1.45,NA,"Aardappel, groente, fruit",Groente,"Sperziebonen, snijbonen en peulvruchten",Doperwten,Doperwten (conserven),NA,400 g,64,267,1 g,0.2 g,0.8 g,6.4 g,1.6 g,4.9 g,4.8 g,0.03 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: doperwt, water. Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram",NA,NA,NA,https://static.ah.nl/dam/product/AHI_43545239393433333732?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239393433333732?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239393433333732?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
840,AH Hollandse bruine bonen,1.39,NA,"Aardappel, groente, fruit",Groente,"Sperziebonen, snijbonen en peulvruchten",Bruine bonen,NA,NA,800 g,104,439,1.1 g,0.7 g,0.4 g,14 g,0.5 g,6.8 g,6.2 g,0 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: bruine boon, water, verstevigingsmiddel (calciumchloride [E509]), antioxidant (calciumdinatrium-EDTA [E385]). Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram",NA,NA,NA,https://static.ah.nl/dam/product/AHI_43545239383438353939?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383438353939?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383438353939?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
